,PassengerId,Cabin_number,Age,RoomService,Age_group,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_side_S,VIP_True
1706,1812_01,357,25.0,9.0,Age_18-25,852.0,73.0,12.0,57.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1707,1813_01,358,18.0,0.0,Age_18-25,0.0,454.0,0.0,263.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1708,1816_01,68,60.0,1891.0,Age_51+,640.0,0.0,360.0,52.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1
1709,1816_02,68,41.0,0.0,Age_31-50,2334.0,1.0,6.0,23.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1710,1817_01,349,16.0,112.0,Age_13-17,0.0,38.0,77.0,443.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1711,1818_01,297,17.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1712,1821_01,298,26.0,135.25664105378704,Age_26-30,4.0,361.0,0.0,19.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1713,1822_01,299,31.0,2.0,Age_31-50,811.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1714,1823_01,3,67.0,143.0,Age_51+,68.0,496.0,182.0,9.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1715,1826_01,351,16.0,135.25664105378704,Age_13-17,231.0,569.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1716,1827_01,352,24.0,0.0,Age_18-25,94.0,1.0,56.0,427.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1717,1828_01,361,19.0,0.0,Age_18-25,1333.0,3.0,624.0,254.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1718,1829_01,56,48.0,0.0,Age_31-50,3578.0,80.0,123.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1719,1829_02,56,30.0,1.0,Age_26-30,6398.0,0.0,2.0,295.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1720,1829_03,56,22.0,0.0,Age_18-25,8882.0,21.0,2204.0,19.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1721,1829_04,56,28.0,0.0,Age_26-30,4424.0,3.0,207.0,1572.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1722,1829_05,56,23.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1723,1829_06,56,29.0,0.0,Age_26-30,699.0,0.0,0.0,1955.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1724,1831_01,288,22.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1725,1833_01,61,48.0,140.0,Age_31-50,127.0,0.0,4102.0,521.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1726,1834_01,354,26.0,17.0,Age_26-30,0.0,1582.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1727,1836_01,362,23.0,1639.0,Age_18-25,1218.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1728,1841_01,365,55.0,1104.0,Age_51+,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1729,1843_01,112,46.0,2249.0,Age_31-50,153.0,137.0,835.6372224846481,194.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1730,1844_01,355,38.0,0.0,Age_31-50,0.0,0.0,0.0,1381.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1731,1844_02,289,2.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1732,1844_03,289,3.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1733,1846_01,366,20.0,0.0,Age_18-25,0.0,0.0,788.0,16.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1734,1847_01,290,65.0,5.0,Age_51+,317.0,131.8175438596491,0.0,123.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1735,1848_01,291,28.82793046746535,181.0,Age_26-30,0.0,2.0,0.0,663.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1736,1849_01,367,25.0,113.0,Age_18-25,0.0,0.0,1282.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1737,1850_01,356,54.0,0.0,Age_51+,316.0,257.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1738,1850_02,356,25.0,0.0,Age_18-25,0.0,1.0,735.0,25.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1739,1853_01,302,14.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1740,1854_01,22,53.0,0.0,Age_51+,13527.0,0.0,0.0,771.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1741,1855_01,303,0.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1742,1855_02,113,39.0,0.0,Age_31-50,43.0,864.0,0.0,85.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1743,1856_01,368,22.0,8.0,Age_18-25,710.0,0.0,27.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1744,1857_01,63,31.0,120.0,Age_31-50,0.0,657.0,52.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1745,1859_01,357,24.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
1746,1860_01,13,35.0,0.0,Age_31-50,1.0,0.0,0.0,3156.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1747,1860_02,13,35.0,95.0,Age_31-50,3441.0,0.0,391.0,318.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,1861_01,358,32.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
1749,1861_02,358,61.0,953.0,Age_51+,415.0,974.0,0.0,133.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1750,1863_01,370,58.0,14.0,Age_51+,0.0,1081.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1751,1864_01,64,26.0,1752.0,Age_26-30,22.0,0.0,4.0,46.57420091324201,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1752,1865_01,292,4.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1753,1865_02,292,1.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1754,1865_03,292,8.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1755,1865_04,292,7.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1756,1865_05,292,25.0,0.0,Age_18-25,60.0,0.0,646.0,1115.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1757,1865_06,292,6.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1758,1866_01,371,29.0,0.0,Age_26-30,0.0,0.0,0.0,865.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1759,1868_01,372,64.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1760,1871_01,70,31.0,0.0,Age_31-50,1983.0,0.0,172.0,52.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1761,1872_01,139,25.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1762,1873_01,293,30.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1763,1874_01,305,0.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1764,1874_02,374,29.0,0.0,Age_26-30,0.0,0.0,486.0,1479.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1765,1877_01,306,37.0,28.0,Age_31-50,25.0,26.0,806.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1766,1878_01,375,49.0,0.0,Age_31-50,0.0,0.0,724.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1767,1879_01,58,36.0,0.0,Age_31-50,583.0,1789.0,19.0,1009.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1768,1880_01,376,20.0,470.0,Age_18-25,128.0,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1769,1881_01,377,20.0,2215.0,Age_18-25,0.0,0.0,86.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1770,1882_01,71,18.0,0.0,Age_18-25,16263.0,72.0,0.0,15.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1771,1882_02,71,17.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1772,1884_01,140,48.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1773,1886_01,141,26.0,0.0,Age_26-30,3.0,176.0,611.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1774,1887_01,295,35.0,0.0,Age_31-50,88.0,718.0,46.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1775,1888_01,361,30.0,116.0,Age_26-30,0.0,0.0,728.0,29.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1776,1889_01,378,22.0,0.0,Age_18-25,0.0,22.0,0.0,702.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1777,1889_02,307,5.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1778,1890_01,308,43.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1779,1891_01,142,52.0,0.0,Age_51+,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1780,1892_01,59,50.0,5.0,Age_31-50,809.0,0.0,309.0,731.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1781,1892_02,59,29.0,4.0,Age_26-30,841.0,0.0,363.0,1107.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1782,1892_03,59,19.0,0.0,Age_18-25,748.0,158.0,5037.0,44.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1783,1897_01,72,39.0,0.0,Age_31-50,10153.0,1.0,78.0,5063.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1784,1897_02,72,38.0,0.0,Age_31-50,354.0,0.0,1806.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1785,1898_01,296,21.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1786,1899_01,297,25.0,11.0,Age_18-25,44.0,397.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1787,1901_01,14,42.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1788,1901_02,14,36.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,1902_01,298,19.0,42.0,Age_18-25,0.0,345.0,1431.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1790,1903_01,309,42.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1791,1905_01,364,40.0,1465.0,Age_31-50,39.0,0.0,0.0,1225.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1792,1906_01,299,14.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1793,1907_01,60,50.0,143.9266792809839,Age_31-50,1810.0,0.0,126.0,247.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1794,1908_01,115,18.0,1218.0,Age_18-25,0.0,34.0,1095.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1795,1911_01,300,46.0,8.0,Age_31-50,652.0,0.0,5.0,90.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1796,1915_01,116,28.82793046746535,0.0,Age_26-30,51.0,0.0,37.0,704.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1797,1916_01,61,15.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1798,1916_02,61,22.0,1744.0,Age_18-25,79.0,0.0,12.0,1514.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1799,1918_01,23,0.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1800,1918_02,23,52.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1801,1918_03,23,38.0,34.0,Age_31-50,2043.0,0.0,1339.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1802,1920_01,117,46.0,731.0,Age_31-50,0.0,288.0,0.0,2.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1803,1922_01,303,23.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1804,1923_01,65,63.0,0.0,Age_51+,4286.0,18.0,4.0,872.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1805,1923_02,65,24.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1806,1925_01,304,50.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1807,1926_01,305,20.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1808,1927_01,66,55.0,2424.0,Age_51+,0.0,1.0,0.0,284.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1809,1928_01,144,21.0,0.0,Age_18-25,0.0,107.0,166.0,388.0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1810,1931_01,73,56.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1811,1933_01,118,45.0,10.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1812,1935_01,307,18.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1813,1937_01,368,47.0,7.0,Age_31-50,877.0,17.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1814,1938_01,369,36.0,0.0,Age_31-50,0.0,1508.0,110.0,117.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1815,1939_01,385,57.0,975.0,Age_51+,0.0,295.0,39.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1816,1939_02,62,13.0,3037.0,Age_13-17,10.0,43.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1817,1940_01,386,27.0,120.0,Age_26-30,0.0,1476.0,3.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1818,1941_01,370,20.0,717.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1819,1942_01,312,47.0,0.0,Age_31-50,444.0,328.0,56.0,135.62636641888938,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1820,1945_01,120,15.0,0.0,Age_13-17,0.0,787.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1821,1946_01,313,34.0,0.0,Age_31-50,0.0,53.0,731.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1822,1947_01,372,21.0,942.0,Age_18-25,0.0,0.0,0.0,7.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1823,1950_01,374,51.0,0.0,Age_51+,0.0,0.0,101.0,1357.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1824,1952_01,121,23.0,382.0,Age_18-25,0.0,398.0,8.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1825,1953_01,387,58.0,0.0,Age_51+,0.0,0.0,0.0,717.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1826,1956_01,68,37.0,2765.0,Age_31-50,0.0,1134.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1827,1956_02,68,44.0,708.0,Age_31-50,0.0,5.0,0.0,74.0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1828,1957_01,309,25.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1829,1959_01,66,15.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1830,1959_02,66,40.0,0.0,Age_31-50,382.0,0.0,1.0,3822.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1831,1959_03,66,29.0,0.0,Age_26-30,433.0,4899.0,393.0,260.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1832,1960_01,122,36.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1833,1960_02,122,21.0,0.0,Age_18-25,0.0,677.0,4.0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1834,1961_01,315,35.0,302.0,Age_31-50,6.0,0.0,6.0,613.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1835,1962_01,390,24.0,3.0,Age_18-25,361.0,94.0,824.0,160.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1836,1962_02,316,2.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1837,1962_03,316,0.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1838,1963_01,391,43.0,0.0,Age_31-50,0.0,0.0,1200.0,17.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1839,1964_01,74,63.0,143.9266792809839,Age_51+,869.0,1.0,375.0,3377.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1840,1967_01,318,30.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1841,1968_01,319,38.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1842,1969_01,75,27.0,0.0,Age_26-30,21066.0,0.0,2448.0,2293.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1843,1971_01,375,54.0,3.0,Age_51+,0.0,56.0,633.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1844,1973_01,24,39.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1845,1974_01,63,41.0,3702.0,Age_31-50,0.0,1.0,0.0,18.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1846,1975_01,310,22.0,0.0,Age_18-25,0.0,0.0,10.0,761.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1847,1976_01,82,23.0,0.0,Age_18-25,8037.0,0.0,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1848,1976_02,82,34.0,15.0,Age_31-50,3578.0,0.0,0.0,473.0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1849,1976_03,82,26.0,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1
1850,1976_04,82,39.0,1.0,Age_31-50,2972.0,0.0,3175.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1851,1976_05,82,15.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1852,1976_06,82,64.0,0.0,Age_51+,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
1853,1976_07,82,25.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
1854,1977_01,393,35.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1855,1978_01,311,19.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1856,1979_01,376,26.0,401.0,Age_26-30,0.0,693.0,62.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1857,1980_01,312,3.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1858,1980_02,312,29.0,1434.0,Age_26-30,5.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1859,1980_03,312,44.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1860,1981_01,124,27.0,196.0,Age_26-30,602.0,0.0,0.0,198.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1861,1983_01,320,17.0,414.0,Age_13-17,0.0,139.0,28.0,173.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1862,1984_01,3,37.0,0.0,Age_31-50,3166.0,0.0,91.0,6.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1863,1985_01,394,19.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1864,1988_01,321,44.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1865,1991_01,378,22.0,0.0,Age_18-25,0.0,30.0,499.0,138.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1866,1991_02,146,22.0,213.0,Age_18-25,85.0,352.0,12.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1867,1992_01,379,21.0,0.0,Age_18-25,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0
1868,1993_01,380,31.0,1062.0,Age_31-50,0.0,802.0,71.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1869,1994_01,125,17.0,0.0,Age_13-17,0.0,249.0,537.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1870,1995_01,314,30.0,231.0,Age_26-30,0.0,0.0,274.0,26.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1871,1996_01,381,15.0,12.0,Age_13-17,25.0,197.0,631.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1872,1997_01,315,42.0,37.0,Age_31-50,1670.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1873,1999_01,383,55.0,373.0,Age_51+,1.0,1.0,496.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1874,2000_01,76,28.0,5.0,Age_26-30,2676.0,13.0,0.0,157.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1875,2001_01,396,33.0,673.0,Age_31-50,194.0,548.0,59.0,40.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1876,2003_01,323,19.0,3.0,Age_18-25,6.0,20.0,60.0,719.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1877,2006_01,386,24.0,135.25664105378704,Age_18-25,856.0,0.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1878,2006_02,317,4.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1879,2006_03,317,2.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1880,2007_01,25,30.0,0.0,Age_26-30,5734.0,0.0,5.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1881,2009_01,59,31.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1882,2009_02,59,17.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1883,2009_03,59,40.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1884,2010_01,324,33.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1885,2011_01,318,46.0,0.0,Age_31-50,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1886,2012_01,60,30.0,1250.0,Age_26-30,865.0,0.0,3725.0,5416.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1887,2013_01,398,17.0,0.0,Age_13-17,0.0,0.0,0.0,804.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1888,2015_01,387,19.0,1139.0,Age_18-25,18.0,0.0,0.0,671.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1889,2019_01,83,22.0,0.0,Age_18-25,5183.0,0.0,1080.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1890,2019_02,83,20.0,0.0,Age_18-25,162.0,0.0,148.0,7619.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1891,2022_01,390,36.0,0.0,Age_31-50,809.0,0.0,86.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1892,2024_01,322,0.0,0.0,Age_0-12,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1893,2024_02,150,17.0,44.0,Age_13-17,1535.0,10.0,51.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1894,2026_01,323,28.82793046746535,0.0,Age_26-30,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1895,2026_02,323,15.0,0.0,Age_13-17,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1896,2026_03,323,20.0,0.0,Age_18-25,4.0,429.0,0.0,287.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1897,2027_01,399,19.0,30.0,Age_18-25,1.0,1051.0,0.0,6.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
