,PassengerId,HomePlanet,CryoSleep,Cabin_side,Cabin_deck,Cabin_number,Destination,Age,RoomService,Age_group,VIP,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
2728,2928_01,Europa,False,P,B,92,55 Cancri e,54.0,0.0,Age_51+,True,2062.0,2.0,19.0,1618.0,False
2729,2928_02,Europa,True,P,B,92,TRAPPIST-1e,51.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
2730,2928_03,Europa,True,P,B,92,TRAPPIST-1e,44.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2731,2929_01,Earth,True,S,G,467,PSO J318.5-22,48.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2732,2930_01,Earth,False,P,G,474,TRAPPIST-1e,45.0,135.25664105378704,Age_31-50,False,9.0,0.0,857.0,16.0,False
2733,2934_01,Earth,False,S,F,557,PSO J318.5-22,20.0,0.0,Age_18-25,False,689.0,0.0,0.0,0.0,False
2734,2935_01,Europa,False,P,T,2,TRAPPIST-1e,33.0,0.0,Age_31-50,False,28.0,0.0,6841.0,543.0,False
2735,2936_01,Earth,False,S,G,468,TRAPPIST-1e,21.0,15.0,Age_18-25,False,30.0,11.0,2.0,388.0,False
2736,2938_01,Europa,True,P,C,100,TRAPPIST-1e,68.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
2737,2940_01,Earth,False,P,F,615,PSO J318.5-22,23.0,5.0,Age_18-25,False,308.0,363.0,7.0,0.0,True
2738,2941_01,Earth,False,P,G,477,TRAPPIST-1e,16.0,24.0,Age_13-17,False,0.0,13.0,717.0,0.0,False
2739,2942_01,Earth,False,S,F,558,TRAPPIST-1e,35.0,198.0,Age_31-50,False,44.0,97.0,30.0,510.0,False
2740,2943_01,Earth,True,P,G,478,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
2741,2944_01,Earth,False,S,F,559,TRAPPIST-1e,51.0,214.0,Age_51+,False,3.0,16.0,569.0,0.0,False
2742,2944_02,Earth,False,S,G,469,PSO J318.5-22,2.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,False
2743,2944_03,Earth,True,S,G,469,55 Cancri e,29.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,False
2744,2944_04,Earth,False,S,G,469,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2745,2945_01,Earth,True,P,G,479,55 Cancri e,39.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2746,2948_01,Europa,False,S,C,112,TRAPPIST-1e,55.0,0.0,Age_51+,False,1971.0,77.0,577.0,1050.0,True
2747,2949_01,Earth,True,P,G,482,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
2748,2950_01,Earth,False,P,F,617,TRAPPIST-1e,20.0,310.0,Age_18-25,False,0.0,374.0,0.0,5.0,False
2749,2953_01,Earth,False,P,E,179,55 Cancri e,25.0,0.0,Age_18-25,False,641.0,0.0,2.0,0.0,True
2750,2954_01,Earth,False,P,F,619,55 Cancri e,18.0,235.0,Age_18-25,False,0.0,101.0,0.0,316.0,True
2751,2956_01,Earth,False,S,G,470,PSO J318.5-22,28.0,3.0,Age_26-30,False,141.0,0.0,0.0,1689.0,False
2752,2958_01,Earth,False,S,F,561,TRAPPIST-1e,26.0,1822.0,Age_26-30,False,0.0,4.0,107.0,1204.0,False
2753,2959_01,Earth,False,P,F,620,PSO J318.5-22,28.0,1.0,Age_26-30,False,0.0,933.0,614.0,0.0,False
2754,2960_01,Earth,False,S,F,562,TRAPPIST-1e,54.0,135.25664105378704,Age_51+,False,0.0,0.0,0.0,0.0,False
2755,2961_01,Earth,False,P,F,621,TRAPPIST-1e,56.0,0.0,Age_51+,False,54.0,0.0,724.0,0.0,False
2756,2962_01,Mars,False,P,E,180,TRAPPIST-1e,25.0,1228.0,Age_18-25,False,0.0,132.0,0.0,0.0,False
2757,2964_01,Europa,False,S,A,35,TRAPPIST-1e,26.0,2050.0,Age_26-30,False,8525.0,0.0,270.0,636.0,False
2758,2965_01,Earth,False,P,F,622,TRAPPIST-1e,14.0,0.0,Age_13-17,False,0.0,709.0,258.0,3.0,False
2759,2966_01,Earth,False,P,E,181,TRAPPIST-1e,21.0,2.0,Age_18-25,False,417.0,323.0,0.0,84.0,True
2760,2968_01,Earth,True,P,G,485,TRAPPIST-1e,43.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2761,2969_01,Earth,False,P,G,486,TRAPPIST-1e,37.0,221.0,Age_31-50,False,0.0,32.0,38.0,516.0,False
2762,2970_01,Earth,False,S,F,3,TRAPPIST-1e,28.82793046746535,740.0,Age_26-30,False,82.0,6.0,140.50393356643357,1.0,False
2763,2971_01,Europa,False,P,T,3,TRAPPIST-1e,38.0,0.0,Age_31-50,False,3135.0,0.0,26.0,3.0,True
2764,2972_01,Earth,False,P,E,182,TRAPPIST-1e,14.0,0.0,Age_13-17,False,1.0,1441.0,0.0,190.0,True
2765,2975_01,Earth,False,S,F,564,PSO J318.5-22,20.0,0.0,Age_18-25,False,0.0,585.0,0.0,10.0,False
2766,2979_01,Europa,False,P,B,93,TRAPPIST-1e,33.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
2767,2982_01,Europa,True,S,B,111,55 Cancri e,33.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2768,2983_01,Earth,False,P,E,183,TRAPPIST-1e,13.0,0.0,Age_13-17,False,0.0,31.0,0.0,810.0,True
2769,2984_01,Europa,False,S,D,97,TRAPPIST-1e,37.0,0.0,Age_31-50,False,210.0,0.0,4114.0,0.0,False
2770,2986_01,Mars,False,S,E,197,TRAPPIST-1e,15.0,5711.0,Age_13-17,False,0.0,2516.0,0.0,1370.0,False
2771,2988_01,Europa,False,S,A,36,55 Cancri e,33.0,396.0,Age_31-50,False,1280.0,7.0,308.0,4941.0,False
2772,2990_01,Earth,True,S,G,472,PSO J318.5-22,24.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2773,2992_01,Earth,False,S,F,570,PSO J318.5-22,49.0,0.0,Age_31-50,False,0.0,0.0,160.0,528.0,False
2774,2993_01,Earth,False,S,F,571,TRAPPIST-1e,24.0,1252.0,Age_18-25,False,6.0,131.8175438596491,123.0,706.0,False
2775,2994_01,Earth,False,S,E,198,TRAPPIST-1e,24.0,173.0,Age_18-25,False,0.0,14.0,0.0,603.0,False
2776,2995_01,Europa,True,P,B,94,55 Cancri e,26.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
2777,2995_02,Europa,True,P,B,94,55 Cancri e,40.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2778,2996_01,Earth,False,P,F,626,55 Cancri e,31.0,0.0,Age_31-50,False,611.0,2.0,4.0,22.0,False
2779,2998_01,Europa,False,S,C,113,TRAPPIST-1e,47.0,0.0,Age_31-50,False,5252.0,0.0,124.0,300.0,True
2780,3000_01,Earth,False,P,F,627,TRAPPIST-1e,19.0,736.0,Age_18-25,False,0.0,0.0,0.0,1.0,False
2781,3001_01,Europa,False,P,C,101,55 Cancri e,38.0,0.0,Age_31-50,True,1577.0,0.0,425.0,4359.0,False
2782,3001_02,Europa,False,P,C,101,55 Cancri e,33.0,0.0,Age_31-50,False,1001.0,2280.0,0.0,29.0,True
2783,3003_01,Europa,True,S,C,114,TRAPPIST-1e,45.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2784,3004_01,Earth,True,S,G,473,TRAPPIST-1e,1.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2785,3004_02,Earth,False,S,F,572,TRAPPIST-1e,32.0,0.0,Age_31-50,False,53.0,0.0,744.0,0.0,False
2786,3005_01,Mars,True,S,F,573,TRAPPIST-1e,70.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
2787,3006_01,Earth,False,S,G,474,PSO J318.5-22,19.0,23.0,Age_18-25,False,0.0,0.0,0.0,732.0,False
2788,3009_01,Mars,True,P,E,185,PSO J318.5-22,55.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
2789,3010_01,Europa,False,P,B,96,TRAPPIST-1e,48.0,0.0,Age_31-50,False,8403.0,0.0,7627.0,83.0,False
2790,3012_01,Earth,False,S,G,475,TRAPPIST-1e,66.0,1187.0,Age_51+,False,1.0,131.8175438596491,6.0,0.0,False
2791,3013_01,Earth,False,P,F,629,TRAPPIST-1e,13.0,0.0,Age_13-17,False,256.0,0.0,207.0,409.0,False
2792,3014_01,Europa,False,S,C,115,55 Cancri e,40.0,82.0,Age_31-50,False,1390.0,0.0,347.0,6237.0,False
2793,3015_01,Earth,False,S,E,199,TRAPPIST-1e,35.0,0.0,Age_31-50,False,1438.0,0.0,112.0,74.0,True
2794,3018_01,Earth,False,P,F,630,TRAPPIST-1e,32.0,0.0,Age_31-50,False,49.0,2.0,639.0,0.0,False
2795,3019_01,Mars,False,P,E,187,TRAPPIST-1e,51.0,1644.0,Age_51+,False,0.0,234.0,157.0,64.0,False
2796,3020_01,Europa,False,S,B,112,TRAPPIST-1e,37.0,0.0,Age_31-50,False,216.0,0.0,5391.0,3372.0,False
2797,3021_01,Earth,False,S,G,476,TRAPPIST-1e,31.0,517.0,Age_31-50,False,1.0,301.0,60.0,4.0,False
2798,3021_02,Earth,False,S,F,574,TRAPPIST-1e,37.0,608.0,Age_31-50,False,0.0,6.0,0.0,1637.0,False
2799,3022_01,Europa,False,P,C,102,TRAPPIST-1e,38.0,0.0,Age_31-50,False,3331.0,270.0,2.0,3510.0,False
2800,3022_02,Europa,False,P,C,102,55 Cancri e,19.0,0.0,Age_18-25,False,329.0,0.0,3154.0,312.0,False
2801,3023_01,Mars,True,P,F,631,TRAPPIST-1e,33.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2802,3024_01,Earth,False,P,F,632,TRAPPIST-1e,19.0,0.0,Age_18-25,False,0.0,1752.0,187.0,0.0,True
2803,3025_01,Earth,False,S,G,477,TRAPPIST-1e,31.0,2.0,Age_31-50,False,788.0,0.0,128.0,9.0,True
2804,3025_02,Earth,False,S,G,477,TRAPPIST-1e,43.0,45.0,Age_31-50,False,8.0,0.0,607.0,44.0,False
2805,3026_01,Earth,True,P,G,492,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
2806,3027_01,Earth,True,P,G,493,TRAPPIST-1e,24.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
2807,3029_01,Europa,False,P,C,103,55 Cancri e,21.0,0.0,Age_18-25,False,878.0,82.0,360.0,1784.0,False
2808,3029_02,Europa,False,P,C,103,TRAPPIST-1e,14.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
2809,3030_01,Europa,False,P,B,97,55 Cancri e,30.0,728.0,Age_26-30,False,2551.0,0.0,48.0,1804.0,True
2810,3030_02,Europa,True,P,B,97,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2811,3032_01,Earth,False,S,G,478,TRAPPIST-1e,11.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,False
2812,3032_02,Earth,True,S,G,478,TRAPPIST-1e,4.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,False
2813,3032_03,Earth,False,S,G,478,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,False
2814,3032_04,Earth,False,S,F,575,TRAPPIST-1e,30.0,479.0,Age_26-30,False,12.0,25.0,643.0,283.0,False
2815,3033_01,Earth,False,S,G,479,PSO J318.5-22,21.0,0.0,Age_18-25,False,27.0,1181.0,0.0,513.0,False
2816,3034_01,Europa,False,S,F,3,TRAPPIST-1e,40.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
2817,3036_01,Earth,False,P,F,634,PSO J318.5-22,57.0,506.0,Age_51+,False,0.0,1.0,178.0,0.0,False
2818,3038_01,Mars,False,S,F,576,TRAPPIST-1e,35.0,1228.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
2819,3039_01,Europa,False,S,A,37,TRAPPIST-1e,32.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
2820,3040_01,Mars,False,S,F,577,TRAPPIST-1e,32.0,2616.0,Age_31-50,False,0.0,2.0,5.0,0.0,False
2821,3042_01,Earth,False,S,F,578,TRAPPIST-1e,30.0,0.0,Age_26-30,False,0.0,301.0,0.0,437.0,False
2822,3044_01,Earth,False,P,F,636,TRAPPIST-1e,69.0,577.0,Age_51+,False,139.0,0.0,0.0,0.0,False
2823,3045_01,Earth,True,S,G,480,TRAPPIST-1e,21.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
2824,3047_01,Mars,True,P,E,190,PSO J318.5-22,17.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
2825,3047_02,Mars,False,P,E,190,TRAPPIST-1e,16.0,995.0,Age_13-17,False,0.0,6.0,48.0,0.0,False
2826,3048_01,Mars,True,S,E,200,TRAPPIST-1e,25.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,False
2827,3050_01,Europa,False,P,E,191,TRAPPIST-1e,25.0,1586.0,Age_18-25,False,2342.0,947.0,1.0,276.0,True
2828,3053_01,Europa,False,S,F,3,55 Cancri e,52.0,0.0,Age_51+,False,2.0,0.0,10976.0,810.0,False
2829,3054_01,Earth,False,S,F,579,TRAPPIST-1e,13.0,578.0,Age_13-17,False,77.0,0.0,306.0,5.0,False
2830,3055_01,Earth,False,P,F,637,TRAPPIST-1e,37.0,1086.0,Age_31-50,False,0.0,0.0,41.0,0.0,False
2831,3060_01,Mars,False,S,F,581,TRAPPIST-1e,13.0,760.0,Age_13-17,False,2.0,2.0,108.45916619074816,0.0,False
2832,3060_02,Mars,False,S,D,98,TRAPPIST-1e,45.0,3309.0,Age_31-50,False,0.0,10.0,0.0,0.0,False
2833,3060_03,Mars,False,S,E,201,TRAPPIST-1e,55.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,False
2834,3061_01,Earth,False,P,F,638,TRAPPIST-1e,22.0,664.0,Age_18-25,False,0.0,0.0,65.0,0.0,False
2835,3061_02,Earth,False,P,G,498,TRAPPIST-1e,39.0,0.0,Age_31-50,False,0.0,0.0,1745.0,72.0,False
2836,3062_01,Mars,False,S,D,99,TRAPPIST-1e,35.0,741.0,Age_31-50,False,0.0,31.0,0.0,36.0,False
2837,3063_01,Earth,True,P,G,499,PSO J318.5-22,19.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2838,3063_02,Earth,True,P,G,499,TRAPPIST-1e,7.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2839,3063_03,Earth,False,P,E,192,TRAPPIST-1e,19.0,1.0,Age_18-25,False,0.0,0.0,450.0,254.0,False
2840,3064_01,Earth,True,S,G,482,TRAPPIST-1e,21.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2841,3065_01,Europa,False,P,D,94,55 Cancri e,37.0,0.0,Age_31-50,False,2065.0,1650.0,356.0,1.0,True
2842,3066_01,Earth,False,P,E,193,TRAPPIST-1e,35.0,1609.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
2843,3067_01,Earth,True,S,G,483,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2844,3068_01,Earth,False,P,G,500,TRAPPIST-1e,62.0,379.0,Age_51+,False,453.0,0.0,7.0,0.0,False
2845,3070_01,Earth,True,P,G,501,TRAPPIST-1e,41.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2846,3071_01,Europa,True,S,B,113,TRAPPIST-1e,16.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
2847,3071_02,Europa,False,S,B,113,TRAPPIST-1e,26.0,0.0,Age_26-30,False,1474.9171764705882,8.0,21.0,6023.0,False
2848,3073_01,Mars,True,P,F,640,TRAPPIST-1e,36.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2849,3076_01,Earth,True,P,G,502,PSO J318.5-22,28.82793046746535,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
2850,3079_01,Earth,False,P,F,642,55 Cancri e,22.0,35.0,Age_18-25,False,0.0,36.0,581.0,0.0,False
2851,3080_01,Earth,False,S,F,584,TRAPPIST-1e,40.0,0.0,Age_31-50,False,0.0,0.0,822.0,2.0,False
2852,3081_01,Europa,False,S,C,118,55 Cancri e,50.0,0.0,Age_31-50,False,1547.0,0.0,1784.0,1.0,True
2853,3081_02,Europa,True,S,C,118,TRAPPIST-1e,57.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
2854,3082_01,Earth,False,P,G,503,PSO J318.5-22,15.0,1.0,Age_13-17,False,30.0,1793.0,0.0,0.0,True
2855,3083_01,Europa,False,S,D,100,55 Cancri e,23.0,0.0,Age_18-25,False,587.0,0.0,1497.0,1014.0,False
2856,3084_01,Mars,True,S,D,101,55 Cancri e,60.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
2857,3085_01,Earth,False,P,G,504,TRAPPIST-1e,73.0,0.0,Age_51+,False,0.0,0.0,153.0,556.0,False
2858,3087_01,Earth,False,P,G,505,TRAPPIST-1e,35.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2859,3088_01,Europa,False,P,A,25,TRAPPIST-1e,28.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,False
2860,3090_01,Europa,False,S,B,115,TRAPPIST-1e,27.0,0.0,Age_26-30,True,6013.0,0.0,820.0,31.0,True
2861,3091_01,Europa,False,S,D,102,TRAPPIST-1e,14.0,0.0,Age_13-17,False,946.0,0.0,7860.0,384.0,False
2862,3091_02,Europa,True,S,D,102,TRAPPIST-1e,26.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
2863,3092_01,Earth,False,P,G,506,TRAPPIST-1e,22.0,135.25664105378704,Age_18-25,False,0.0,102.0,43.0,700.0,False
2864,3093_01,Mars,False,P,E,194,55 Cancri e,22.0,2229.0,Age_18-25,False,0.0,1349.0,121.0,0.0,True
2865,3095_01,Mars,False,S,F,585,PSO J318.5-22,71.0,924.0,Age_51+,False,1284.0,10.0,9.0,0.0,False
2866,3096_01,Mars,False,S,D,103,55 Cancri e,25.0,5.0,Age_18-25,False,1.0,633.0,0.0,188.0,True
2867,3099_01,Mars,True,S,E,203,TRAPPIST-1e,27.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
2868,3100_01,Earth,False,S,G,485,TRAPPIST-1e,1.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,False
2869,3100_02,Earth,False,S,F,586,TRAPPIST-1e,52.0,809.0,Age_51+,False,0.0,0.0,0.0,0.0,True
2870,3100_03,Earth,True,S,G,485,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2871,3102_01,Europa,True,P,B,101,55 Cancri e,30.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
2872,3103_01,Europa,False,P,B,102,TRAPPIST-1e,52.0,0.0,Age_51+,True,7452.0,0.0,1158.0,7979.0,False
2873,3104_01,Earth,False,P,G,507,TRAPPIST-1e,12.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2874,3104_02,Earth,True,P,G,507,TRAPPIST-1e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2875,3110_01,Earth,False,P,G,509,TRAPPIST-1e,24.0,520.0,Age_18-25,False,0.0,0.0,195.0,0.0,True
2876,3111_01,Mars,False,P,D,95,TRAPPIST-1e,22.0,1173.0,Age_18-25,False,0.0,0.0,9.0,0.0,False
2877,3112_01,Earth,True,S,G,488,PSO J318.5-22,15.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,False
2878,3113_01,Mars,True,P,D,96,TRAPPIST-1e,21.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2879,3113_02,Mars,True,P,D,96,55 Cancri e,56.0,0.0,Age_51+,False,0.0,0.0,0.0,0.0,True
2880,3114_01,Mars,False,P,D,97,TRAPPIST-1e,50.0,1598.0,Age_31-50,False,0.0,155.0,26.0,0.0,False
2881,3116_01,Earth,False,P,F,645,TRAPPIST-1e,20.0,127.0,Age_18-25,False,0.0,656.0,0.0,21.0,False
2882,3117_01,Earth,False,P,F,646,TRAPPIST-1e,32.0,0.0,Age_31-50,False,0.0,47.0,857.0,23.0,False
2883,3118_01,Earth,True,P,G,510,TRAPPIST-1e,28.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,False
2884,3119_01,Earth,False,S,G,490,TRAPPIST-1e,74.0,571.0,Age_51+,False,0.0,0.0,277.0,0.0,False
2885,3120_01,Mars,True,S,E,204,TRAPPIST-1e,25.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2886,3120_02,Mars,False,S,E,204,TRAPPIST-1e,31.0,691.0,Age_31-50,False,3.0,68.0,286.0,0.0,False
2887,3121_01,Earth,True,S,G,491,PSO J318.5-22,6.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2888,3123_01,Earth,True,P,G,511,TRAPPIST-1e,17.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,True
2889,3124_01,Mars,True,P,F,648,TRAPPIST-1e,12.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2890,3124_02,Mars,False,P,F,648,TRAPPIST-1e,47.0,1130.0,Age_31-50,False,8.0,299.0,0.0,0.0,True
2891,3124_03,Mars,True,P,F,648,TRAPPIST-1e,46.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2892,3126_01,Europa,False,S,B,116,55 Cancri e,31.0,139.0,Age_31-50,False,4018.0,13.0,232.0,1140.0,True
2893,3126_02,Europa,False,S,B,116,TRAPPIST-1e,36.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2894,3128_01,Earth,False,P,G,512,55 Cancri e,15.0,62.0,Age_13-17,False,57.0,2646.0,1104.0,312.0,False
2895,3130_01,Mars,False,S,F,588,TRAPPIST-1e,38.0,886.0,Age_31-50,False,0.0,618.0,0.0,0.0,False
2896,3131_01,Earth,True,S,G,492,55 Cancri e,48.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2897,3131_02,Earth,True,S,G,492,TRAPPIST-1e,21.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2898,3131_03,Earth,True,S,G,492,TRAPPIST-1e,4.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2899,3132_01,Mars,True,P,F,649,TRAPPIST-1e,31.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2900,3133_01,Earth,False,P,G,513,PSO J318.5-22,31.0,0.0,Age_31-50,False,140.0,394.0,0.0,0.0,False
2901,3134_01,Europa,False,S,C,119,PSO J318.5-22,62.0,0.0,Age_51+,True,4513.0,0.0,85.0,1437.0,True
2902,3136_01,Earth,True,P,G,514,TRAPPIST-1e,29.0,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
2903,3138_01,Earth,False,S,F,3,TRAPPIST-1e,30.0,0.0,Age_26-30,False,4.0,1604.0,678.0,1681.0,False
2904,3140_01,Mars,False,S,E,206,TRAPPIST-1e,26.0,912.0,Age_26-30,False,0.0,43.0,0.0,0.0,False
2905,3142_01,Mars,False,S,F,591,TRAPPIST-1e,43.0,33.0,Age_31-50,False,1117.0,59.0,0.0,16.0,False
2906,3142_02,Mars,False,S,F,591,TRAPPIST-1e,32.0,1087.0,Age_31-50,False,0.0,71.0,0.0,0.0,False
2907,3143_01,Mars,True,S,F,592,55 Cancri e,24.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2908,3145_01,Mars,True,P,F,652,TRAPPIST-1e,49.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2909,3147_01,Earth,False,S,F,594,TRAPPIST-1e,21.0,17.0,Age_18-25,False,427.0,31.0,257.0,0.0,True
2910,3149_01,Earth,False,S,G,494,TRAPPIST-1e,18.0,0.0,Age_18-25,False,730.0,79.0,0.0,0.0,True
2911,3149_02,Earth,True,S,G,494,TRAPPIST-1e,18.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2912,3152_01,Earth,True,S,G,496,TRAPPIST-1e,14.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,False
2913,3158_01,Mars,False,P,D,100,TRAPPIST-1e,21.0,1507.0,Age_18-25,False,53.40011415525114,3.0,2.0,1196.0,False
2914,3159_01,Mars,True,P,F,654,55 Cancri e,25.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2915,3161_01,Europa,False,S,E,208,55 Cancri e,56.0,0.0,Age_51+,False,323.0,971.0,58.0,4240.0,False
2916,3162_01,Earth,False,S,G,500,TRAPPIST-1e,0.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2917,3162_02,Earth,False,S,F,596,TRAPPIST-1e,55.0,0.0,Age_51+,False,0.0,5.0,0.0,2409.0,False
2918,3162_03,Earth,True,S,G,500,TRAPPIST-1e,14.0,0.0,Age_13-17,False,0.0,0.0,0.0,0.0,False
2919,3163_01,Mars,False,P,F,656,TRAPPIST-1e,13.0,1007.0,Age_13-17,False,0.0,142.0,295.0,0.0,False
2920,3163_02,Mars,False,P,F,656,55 Cancri e,43.0,4.0,Age_31-50,False,0.0,1834.0,1.0,66.0,False
2921,3164_01,Earth,True,P,G,516,TRAPPIST-1e,39.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
2922,3166_01,Mars,True,P,F,657,TRAPPIST-1e,28.82793046746535,0.0,Age_26-30,False,0.0,0.0,0.0,0.0,True
2923,3168_01,Earth,False,P,F,658,TRAPPIST-1e,24.0,0.0,Age_18-25,False,7.0,548.0,4.0,0.0,True
2924,3169_01,Earth,False,S,F,598,TRAPPIST-1e,26.0,207.0,Age_26-30,False,350.0,74.0,0.0,3.0,True
2925,3171_01,Earth,True,S,G,502,55 Cancri e,22.0,0.0,Age_18-25,False,0.0,0.0,0.0,0.0,True
2926,3172_01,Earth,False,P,F,659,TRAPPIST-1e,26.0,0.0,Age_26-30,False,0.0,1352.0,5.0,0.0,False
2927,3174_01,Mars,False,P,D,101,TRAPPIST-1e,19.0,155.0,Age_18-25,False,0.0,1632.0,3.0,0.0,True
2928,3174_02,Mars,True,P,F,660,TRAPPIST-1e,38.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2929,3175_01,Europa,True,P,B,104,55 Cancri e,38.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2930,3176_01,Europa,False,P,E,196,TRAPPIST-1e,77.0,0.0,Age_51+,False,9032.0,0.0,128.0,1464.0,True
2931,3179_01,Earth,False,S,F,599,55 Cancri e,28.0,2840.0,Age_26-30,False,0.0,0.0,0.0,0.0,False
2932,3180_01,Earth,False,P,F,663,TRAPPIST-1e,22.0,135.25664105378704,Age_18-25,False,1.0,379.0,0.0,336.0,False
2933,3181_01,Earth,False,P,E,197,TRAPPIST-1e,20.0,4.0,Age_18-25,False,353.0,193.0,241.0,0.0,False
2934,3182_01,Earth,False,S,F,600,TRAPPIST-1e,18.0,0.0,Age_18-25,False,0.0,699.0,0.0,0.0,True
2935,3184_01,Europa,False,S,B,117,55 Cancri e,10.0,0.0,Age_0-12,False,0.0,0.0,0.0,0.0,True
2936,3184_02,Europa,True,S,B,117,55 Cancri e,34.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,True
2937,3185_01,Earth,False,S,F,601,TRAPPIST-1e,43.0,0.0,Age_31-50,False,788.0,0.0,0.0,1191.0,False
2938,3188_01,Mars,True,S,E,209,55 Cancri e,31.0,0.0,Age_31-50,False,0.0,0.0,0.0,0.0,False
